clustername	contigname
nneighs_17	Ssample_8CNODE_1099_length_5182_cov_4.442754
nneighs_17	Ssample_8CNODE_2835_length_2141_cov_3.209492
nneighs_17	Ssample_3CNODE_1213_length_2993_cov_3.104152
nneighs_17	Ssample_5CNODE_3238_length_4148_cov_3.092841
nneighs_17	Ssample_0CNODE_1617_length_6383_cov_7.985936
nneighs_17	Ssample_8CNODE_274_length_20549_cov_5.431492
nneighs_17	Ssample_2CNODE_703_length_7713_cov_4.343562
nneighs_17	Ssample_3CNODE_151_length_12217_cov_3.515047
nneighs_17	Ssample_5CNODE_3766_length_3682_cov_2.185001
nneighs_17	Ssample_2CNODE_44_length_72803_cov_104.783128
nneighs_17	Ssample_8CNODE_2350_length_2536_cov_4.133817
nneighs_17	Ssample_0CNODE_657_length_13971_cov_7.426487
nneighs_17	Ssample_8CNODE_1579_length_3624_cov_5.376576
nneighs_17	Ssample_1CNODE_1492_length_3566_cov_9.105953
nneighs_17	Ssample_0CNODE_1916_length_5545_cov_8.234973
nneighs_17	Ssample_5CNODE_730_length_14788_cov_10.825222
nneighs_17	Ssample_3CNODE_990_length_3353_cov_3.456640
nneighs_17	Ssample_2CNODE_329_length_15495_cov_4.566192
nneighs_17	Ssample_2CNODE_224_length_20900_cov_4.373855
nneighs_17	Ssample_6CNODE_171_length_32463_cov_10.357350
nneighs_17	Ssample_2CNODE_538_length_10054_cov_4.693469
nneighs_17	Ssample_1CNODE_454_length_12309_cov_19.852538
nneighs_17	Ssample_6CNODE_387_length_12473_cov_9.286278
nneighs_17	Ssample_7CNODE_51_length_58823_cov_17.524690
nneighs_17	Ssample_5CNODE_268_length_32666_cov_10.736745
nneighs_17	Ssample_0CNODE_633_length_14654_cov_7.163915
nneighs_17	Ssample_0CNODE_1491_length_6820_cov_7.625868
nneighs_17	Ssample_5CNODE_366_length_26251_cov_11.488319
nneighs_17	Ssample_7CNODE_208_length_18619_cov_17.086458
nneighs_17	Ssample_2CNODE_717_length_7528_cov_4.178242
nneighs_17	Ssample_5CNODE_769_length_14143_cov_10.563458
nneighs_17	Ssample_0CNODE_1375_length_7309_cov_4.183347
nneighs_17	Ssample_1CNODE_996_length_5517_cov_20.660198
nneighs_17	Ssample_3CNODE_3_length_260763_cov_21.585368
nneighs_17	Ssample_2CNODE_711_length_7565_cov_4.738083
nneighs_17	Ssample_7CNODE_866_length_3618_cov_17.636542
nneighs_17	Ssample_8CNODE_758_length_7589_cov_5.118264
nneighs_17	Ssample_8CNODE_828_length_6899_cov_4.710403
nneighs_17	Ssample_6CNODE_204_length_27094_cov_5.983246
nneighs_17	Ssample_8CNODE_1237_length_4579_cov_697.598143
nneighs_17	Ssample_8CNODE_1668_length_3474_cov_331.136882
nneighs_17	Ssample_2CNODE_418_length_12781_cov_136.690948
nneighs_17	Ssample_7CNODE_187_length_20852_cov_16.465307
nneighs_17	Ssample_7CNODE_737_length_4442_cov_643.617050
nneighs_17	Ssample_1CNODE_1008_length_5434_cov_6.393939
nneighs_17	Ssample_1CNODE_880_length_6355_cov_20.449048
nneighs_17	Ssample_6CNODE_328_length_15173_cov_9.978304
nneighs_17	Ssample_2CNODE_665_length_8179_cov_12.064377
nneighs_17	Ssample_5CNODE_3555_length_3849_cov_3.302056
nneighs_17	Ssample_5CNODE_1170_length_9845_cov_10.157406
nneighs_17	Ssample_3CNODE_626_length_4303_cov_3.421610
nneighs_17	Ssample_3CNODE_269_length_7125_cov_4.131259
nneighs_17	Ssample_6CNODE_466_length_9824_cov_9.996417
nneighs_17	Ssample_8CNODE_660_length_8661_cov_5.328492
nneighs_17	Ssample_0CNODE_630_length_14701_cov_7.352519
nneighs_17	Ssample_8CNODE_241_length_22792_cov_5.176452
nneighs_17	Ssample_1CNODE_1893_length_2805_cov_3.355636
nneighs_17	Ssample_6CNODE_1391_length_2488_cov_9.442252
nneighs_17	Ssample_3CNODE_111_length_17644_cov_22.314515
nneighs_17	Ssample_2CNODE_785_length_6686_cov_4.498567
nneighs_17	Ssample_3CNODE_1372_length_2783_cov_3.377933
nneighs_17	Ssample_8CNODE_2102_length_2799_cov_4.233965
nneighs_17	Ssample_7CNODE_418_length_9205_cov_18.284044
nneighs_17	Ssample_8CNODE_1047_length_5417_cov_6.085789
nneighs_17	Ssample_2CNODE_864_length_5992_cov_4.624389
nneighs_17	Ssample_2CNODE_839_length_6189_cov_11.499022
nneighs_17	Ssample_5CNODE_1799_length_6778_cov_3.178343
nneighs_17	Ssample_5CNODE_1919_length_6378_cov_10.255891
nneighs_17	Ssample_2CNODE_317_length_15935_cov_4.649748
nneighs_17	Ssample_3CNODE_251_length_7542_cov_3.565514
nneighs_17	Ssample_1CNODE_361_length_14644_cov_20.025362
nneighs_17	Ssample_0CNODE_578_length_16034_cov_7.923775
nneighs_17	Ssample_2CNODE_169_length_26525_cov_4.606271
nneighs_17	Ssample_0CNODE_148_length_76301_cov_7.698148
nneighs_17	Ssample_7CNODE_230_length_16550_cov_17.844195
nneighs_17	Ssample_5CNODE_2376_length_5398_cov_10.456485
nneighs_17	Ssample_7CNODE_953_length_3153_cov_17.287928
nneighs_17	Ssample_0CNODE_2065_length_5191_cov_5.106698
nneighs_17	Ssample_3CNODE_34_length_49810_cov_21.947463
nneighs_17	Ssample_0CNODE_4564_length_2651_cov_7.705316
nneighs_17	Ssample_7CNODE_359_length_11056_cov_16.453777
nneighs_17	Ssample_7CNODE_6_length_163090_cov_17.125458
nneighs_17	Ssample_7CNODE_365_length_10762_cov_17.578687
nneighs_17	Ssample_2CNODE_188_length_24641_cov_11.561824
nneighs_17	Ssample_6CNODE_1050_length_3319_cov_10.520527
nneighs_17	Ssample_5CNODE_988_length_11486_cov_11.023183
nneighs_17	Ssample_6CNODE_367_length_13303_cov_10.592316
nneighs_17	Ssample_0CNODE_167_length_68210_cov_7.813235
nneighs_17	Ssample_1CNODE_133_length_28011_cov_21.484189
nneighs_17	Ssample_8CNODE_381_length_15230_cov_5.304053
nneighs_17	Ssample_6CNODE_1266_length_2725_cov_11.723221
nneighs_17	Ssample_7CNODE_151_length_24616_cov_17.047636
nneighs_17	Ssample_7CNODE_1403_length_2062_cov_13.332835
nneighs_17	Ssample_2CNODE_118_length_35393_cov_11.567859
nneighs_17	Ssample_3CNODE_415_length_5525_cov_3.942413
nneighs_17	Ssample_8CNODE_429_length_13636_cov_4.968485
nneighs_17	Ssample_8CNODE_688_length_8326_cov_5.095998
nneighs_17	Ssample_8CNODE_2647_length_2270_cov_5.298420
nneighs_17	Ssample_8CNODE_268_length_21173_cov_5.216119
nneighs_17	Ssample_7CNODE_1051_length_2776_cov_17.767365
nneighs_17	Ssample_7CNODE_31_length_76512_cov_17.759473
nneighs_17	Ssample_1CNODE_616_length_9032_cov_18.237384
nneighs_17	Ssample_8CNODE_402_length_14434_cov_5.037763
nneighs_17	Ssample_0CNODE_635_length_14642_cov_7.341263
nneighs_17	Ssample_5CNODE_236_length_35546_cov_10.867431
nneighs_17	Ssample_5CNODE_793_length_13818_cov_11.214052
nneighs_17	Ssample_8CNODE_1123_length_5021_cov_5.139348
nneighs_17	Ssample_7CNODE_238_length_16257_cov_16.962782
nneighs_17	Ssample_3CNODE_1_length_561383_cov_21.653055
nneighs_17	Ssample_0CNODE_331_length_31904_cov_7.324092
nneighs_17	Ssample_0CNODE_1589_length_6461_cov_403.941773
nneighs_17	Ssample_1CNODE_551_length_10275_cov_20.721037
nneighs_17	Ssample_5CNODE_1061_length_10799_cov_11.389799
nneighs_17	Ssample_6CNODE_212_length_26125_cov_9.926122
nneighs_17	Ssample_2CNODE_323_length_15699_cov_4.695283
nneighs_17	Ssample_2CNODE_810_length_6435_cov_4.658307
nneighs_17	Ssample_5CNODE_359_length_26515_cov_9.639569
nneighs_17	Ssample_2CNODE_227_length_20424_cov_99.809367
nneighs_17	Ssample_0CNODE_4088_length_2917_cov_5.190776
nneighs_17	Ssample_2CNODE_89_length_43256_cov_4.342376
nneighs_17	Ssample_0CNODE_2050_length_5217_cov_7.368268
nneighs_17	Ssample_8CNODE_1051_length_5407_cov_4.410314
nneighs_17	Ssample_0CNODE_3472_length_3387_cov_7.539016
nneighs_17	Ssample_2CNODE_475_length_11525_cov_10.868527
nneighs_17	Ssample_6CNODE_745_length_5283_cov_4.938217
nneighs_17	Ssample_3CNODE_243_length_7686_cov_3.523129
nneighs_17	Ssample_0CNODE_2501_length_4459_cov_8.171662
nneighs_17	Ssample_6CNODE_224_length_23777_cov_10.680255
nneighs_17	Ssample_2CNODE_5_length_159498_cov_105.867194
nneighs_17	Ssample_2CNODE_389_length_13566_cov_11.373696
nneighs_17	Ssample_5CNODE_3149_length_4242_cov_3.440172
nneighs_17	Ssample_5CNODE_1791_length_6810_cov_3.191414
nneighs_17	Ssample_3CNODE_371_length_5920_cov_3.418414
nneighs_17	Ssample_3CNODE_17_length_74947_cov_21.546347
nneighs_17	Ssample_5CNODE_2985_length_4436_cov_3.165944
nneighs_17	Ssample_2CNODE_90_length_43173_cov_11.714110
nneighs_17	Ssample_3CNODE_463_length_5139_cov_3.989772
nneighs_17	Ssample_2CNODE_955_length_5318_cov_12.284629
nneighs_17	Ssample_2CNODE_452_length_12040_cov_4.644973
nneighs_17	Ssample_8CNODE_16_length_107607_cov_19.842644
nneighs_17	Ssample_7CNODE_799_length_4042_cov_16.231502
nneighs_17	Ssample_7CNODE_478_length_7884_cov_17.752331
nneighs_17	Ssample_1CNODE_119_length_31348_cov_20.959128
nneighs_17	Ssample_1CNODE_656_length_8513_cov_7.305510
nneighs_17	Ssample_6CNODE_1177_length_2917_cov_3.931866
nneighs_17	Ssample_2CNODE_782_length_6739_cov_4.596649
nneighs_17	Ssample_5CNODE_6626_length_2316_cov_1.882353
nneighs_17	Ssample_6CNODE_901_length_4104_cov_4.687824
nneighs_17	Ssample_7CNODE_453_length_8313_cov_17.423953
nneighs_17	Ssample_2CNODE_148_length_29501_cov_101.860932
nneighs_17	Ssample_8CNODE_811_length_7089_cov_4.858971
nneighs_17	Ssample_8CNODE_705_length_8206_cov_10.864066
nneighs_17	Ssample_2CNODE_366_length_14307_cov_12.056483
nneighs_17	Ssample_0CNODE_289_length_37182_cov_7.794893
nneighs_17	Ssample_6CNODE_108_length_49649_cov_10.236642
nneighs_17	Ssample_2CNODE_472_length_11693_cov_4.373260
nneighs_17	Ssample_8CNODE_1476_length_3868_cov_5.055075
nneighs_17	Ssample_0CNODE_3412_length_3437_cov_3.424601
nneighs_17	Ssample_2CNODE_729_length_7314_cov_5.184185
nneighs_17	Ssample_3CNODE_844_length_3619_cov_3.278620
nneighs_17	Ssample_2CNODE_424_length_12719_cov_4.913534
nneighs_17	Ssample_8CNODE_683_length_8403_cov_4.668304
nneighs_17	Ssample_3CNODE_677_length_4104_cov_3.589775
nneighs_17	Ssample_1CNODE_585_length_9668_cov_19.925309
nneighs_17	Ssample_0CNODE_277_length_39090_cov_7.858819
nneighs_17	Ssample_2CNODE_99_length_39635_cov_100.397170
nneighs_17	Ssample_0CNODE_565_length_16538_cov_7.668507
nneighs_17	Ssample_8CNODE_1816_length_3214_cov_4.634378
nneighs_17	Ssample_7CNODE_568_length_6494_cov_17.530828
nneighs_17	Ssample_5CNODE_2712_length_4841_cov_10.668617
nneighs_17	Ssample_2CNODE_252_length_18787_cov_106.314542
nneighs_17	Ssample_7CNODE_234_length_16316_cov_17.637599
nneighs_17	Ssample_5CNODE_1369_length_8601_cov_3.409665
nneighs_17	Ssample_3CNODE_183_length_9813_cov_3.602173
nneighs_17	Ssample_2CNODE_272_length_17729_cov_4.342480
nneighs_17	Ssample_8CNODE_652_length_8774_cov_5.350728
nneighs_17	Ssample_2CNODE_74_length_50046_cov_12.065432
nneighs_17	Ssample_1CNODE_183_length_22841_cov_20.326429
nneighs_17	Ssample_5CNODE_208_length_42017_cov_11.057767
nneighs_17	Ssample_2CNODE_837_length_6206_cov_4.834173
nneighs_17	Ssample_1CNODE_307_length_16282_cov_21.845196
nneighs_17	Ssample_8CNODE_1178_length_4790_cov_5.014572
nneighs_17	Ssample_2CNODE_723_length_7426_cov_4.433862
nneighs_17	Ssample_1CNODE_529_length_10596_cov_17.704108
nneighs_17	Ssample_5CNODE_4611_length_3134_cov_10.234167
nneighs_17	Ssample_8CNODE_237_length_22956_cov_5.694729
nneighs_17	Ssample_8CNODE_1033_length_5480_cov_4.509124
nneighs_17	Ssample_2CNODE_593_length_9112_cov_4.135917
nneighs_17	Ssample_2CNODE_807_length_6455_cov_4.485781
nneighs_17	Ssample_7CNODE_942_length_3223_cov_110.577967
nneighs_17	Ssample_6CNODE_491_length_9148_cov_10.397779
nneighs_17	Ssample_0CNODE_2759_length_4125_cov_5.703931
nneighs_17	Ssample_7CNODE_791_length_4079_cov_93.625746
nneighs_17	Ssample_6CNODE_1358_length_2541_cov_5.127916
nneighs_17	Ssample_2CNODE_172_length_26454_cov_111.649835
nneighs_17	Ssample_1CNODE_615_length_9040_cov_20.302615
nneighs_17	Ssample_8CNODE_357_length_15997_cov_5.354347
nneighs_17	Ssample_8CNODE_568_length_10093_cov_5.199044
nneighs_17	Ssample_1CNODE_948_length_5825_cov_20.340901
nneighs_17	Ssample_5CNODE_933_length_12036_cov_10.744512
nneighs_17	Ssample_3CNODE_157_length_11573_cov_3.620854
nneighs_17	Ssample_1CNODE_673_length_8369_cov_21.249338
nneighs_17	Ssample_7CNODE_21_length_99221_cov_16.492013
nneighs_17	Ssample_6CNODE_1188_length_2880_cov_8.660177
nneighs_17	Ssample_2CNODE_1210_length_4129_cov_5.122975
nneighs_17	Ssample_0CNODE_609_length_15376_cov_7.727563
nneighs_17	Ssample_6CNODE_298_length_16616_cov_10.416098
nneighs_17	Ssample_5CNODE_546_length_19668_cov_10.462601
nneighs_17	Ssample_7CNODE_661_length_5191_cov_8.084112
nneighs_17	Ssample_8CNODE_96_length_41977_cov_5.347025
nneighs_17	Ssample_8CNODE_3_length_241604_cov_18.048744
nneighs_17	Ssample_5CNODE_524_length_20626_cov_10.601818
nneighs_17	Ssample_2CNODE_2721_length_2220_cov_4.526097
nneighs_17	Ssample_6CNODE_1246_length_2754_cov_9.198592
nneighs_17	Ssample_3CNODE_504_length_4895_cov_4.082645
nneighs_17	Ssample_1CNODE_1940_length_2734_cov_20.855170
nneighs_17	Ssample_1CNODE_825_length_6792_cov_20.313938
nneighs_17	Ssample_7CNODE_235_length_16269_cov_17.428889
nneighs_17	Ssample_1CNODE_1092_length_4938_cov_21.730903
nneighs_17	Ssample_1CNODE_954_length_5768_cov_19.843515
nneighs_17	Ssample_0CNODE_2334_length_4746_cov_8.017693
nneighs_17	Ssample_6CNODE_554_length_7823_cov_10.798404
nneighs_17	Ssample_3CNODE_38_length_45864_cov_21.782248
nneighs_17	Ssample_8CNODE_528_length_10837_cov_5.356520
nneighs_17	Ssample_3CNODE_62_length_31544_cov_20.515545
nneighs_17	Ssample_3CNODE_1302_length_2859_cov_3.286377
nneighs_17	Ssample_5CNODE_2815_length_4697_cov_10.336277
nneighs_17	Ssample_6CNODE_167_length_33079_cov_10.329639
nneighs_17	Ssample_5CNODE_2467_length_5218_cov_3.574472
nneighs_17	Ssample_8CNODE_2579_length_2326_cov_2.722589
nneighs_17	Ssample_2CNODE_114_length_36156_cov_4.672197
nneighs_17	Ssample_3CNODE_283_length_6884_cov_3.519549
nneighs_17	Ssample_2CNODE_416_length_12856_cov_4.294196
nneighs_17	Ssample_7CNODE_475_length_7923_cov_8.755592
nneighs_17	Ssample_5CNODE_406_length_24217_cov_10.895580
nneighs_17	Ssample_7CNODE_352_length_11393_cov_17.166255
nneighs_17	Ssample_2CNODE_2709_length_2224_cov_10.886584
nneighs_17	Ssample_6CNODE_611_length_6788_cov_4.294520
nneighs_17	Ssample_2CNODE_13_length_116946_cov_11.579762
nneighs_17	Ssample_3CNODE_988_length_3354_cov_3.282813
nneighs_17	Ssample_6CNODE_442_length_10271_cov_10.078309
nneighs_17	Ssample_5CNODE_501_length_21104_cov_10.752055
nneighs_17	Ssample_5CNODE_571_length_18633_cov_11.280062
nneighs_17	Ssample_0CNODE_700_length_13331_cov_6.797605
nneighs_17	Ssample_8CNODE_1160_length_4839_cov_4.666179
nneighs_17	Ssample_6CNODE_1135_length_3033_cov_4.985225
nneighs_17	Ssample_0CNODE_456_length_21529_cov_7.348701
nneighs_17	Ssample_2CNODE_137_length_30857_cov_101.403091
nneighs_17	Ssample_1CNODE_1357_length_3907_cov_7.093718
nneighs_17	Ssample_0CNODE_1689_length_6132_cov_6.694751
nneighs_17	Ssample_8CNODE_1763_length_3292_cov_5.601174
nneighs_17	Ssample_2CNODE_2350_length_2457_cov_4.286428
nneighs_17	Ssample_5CNODE_579_length_18306_cov_10.474330
nneighs_17	Ssample_6CNODE_1026_length_3422_cov_4.487674
nneighs_17	Ssample_1CNODE_892_length_6250_cov_20.483939
nneighs_17	Ssample_3CNODE_173_length_10303_cov_3.683255
nneighs_17	Ssample_0CNODE_377_length_26739_cov_7.623632
nneighs_17	Ssample_8CNODE_1415_length_4002_cov_146.625285
nneighs_17	Ssample_7CNODE_311_length_13024_cov_16.248747
nneighs_17	Ssample_0CNODE_187_length_60269_cov_7.692048
nneighs_17	Ssample_5CNODE_7219_length_2150_cov_2.660621
nneighs_17	Ssample_0CNODE_227_length_49031_cov_7.626572
nneighs_17	Ssample_2CNODE_547_length_9897_cov_49.361207
nneighs_17	Ssample_8CNODE_612_length_9387_cov_5.619589
nneighs_17	Ssample_7CNODE_76_length_41412_cov_17.930846
nneighs_17	Ssample_2CNODE_1067_length_4680_cov_4.262919
nneighs_17	Ssample_1CNODE_751_length_7532_cov_21.114484
nneighs_17	Ssample_1CNODE_261_length_17831_cov_12.235599
nneighs_17	Ssample_0CNODE_1959_length_5429_cov_7.031820
nneighs_17	Ssample_6CNODE_639_length_6355_cov_9.715556
nneighs_17	Ssample_0CNODE_1182_length_8499_cov_7.136902
nneighs_17	Ssample_0CNODE_670_length_13764_cov_7.996499
nneighs_17	Ssample_1CNODE_733_length_7719_cov_20.700678
nneighs_17	Ssample_8CNODE_644_length_8876_cov_6.505158
nneighs_17	Ssample_1CNODE_312_length_16074_cov_21.072164
nneighs_17	Ssample_0CNODE_2323_length_4755_cov_7.482340
nneighs_17	Ssample_5CNODE_1874_length_6544_cov_2.870858
nneighs_17	Ssample_2CNODE_1020_length_4946_cov_4.622777
nneighs_17	Ssample_2CNODE_570_length_9453_cov_39.470845
nneighs_17	Ssample_5CNODE_474_length_21929_cov_10.958901
nneighs_17	Ssample_5CNODE_7555_length_2066_cov_1.984088
nneighs_17	Ssample_0CNODE_601_length_15469_cov_7.701505
nneighs_17	Ssample_8CNODE_145_length_33418_cov_18.173516
nneighs_17	Ssample_3CNODE_2256_length_2035_cov_3.358586
nneighs_17	Ssample_5CNODE_4830_length_3012_cov_2.825837
nneighs_17	Ssample_8CNODE_552_length_10484_cov_5.082558
nneighs_17	Ssample_0CNODE_1232_length_8110_cov_8.806331
nneighs_17	Ssample_5CNODE_608_length_17414_cov_10.399332
nneighs_17	Ssample_2CNODE_346_length_14923_cov_11.415120
nneighs_17	Ssample_7CNODE_160_length_23688_cov_17.745229
nneighs_17	Ssample_5CNODE_445_length_22747_cov_11.080204
nneighs_17	Ssample_6CNODE_339_length_14587_cov_9.988233
nneighs_17	Ssample_6CNODE_248_length_21179_cov_10.005965
nneighs_17	Ssample_5CNODE_904_length_12351_cov_11.212345
nneighs_17	Ssample_7CNODE_993_length_2981_cov_18.148325
nneighs_17	Ssample_7CNODE_81_length_40356_cov_17.572095
nneighs_17	Ssample_6CNODE_1227_length_2807_cov_10.001090
nneighs_17	Ssample_6CNODE_1561_length_2231_cov_11.739890
nneighs_17	Ssample_8CNODE_1791_length_3258_cov_5.618170
nneighs_17	Ssample_7CNODE_313_length_12821_cov_16.391587
nneighs_17	Ssample_5CNODE_6350_length_2400_cov_10.676333
nneighs_17	Ssample_7CNODE_828_length_3840_cov_17.548217
nneighs_17	Ssample_3CNODE_110_length_18020_cov_3.870860
nneighs_17	Ssample_3CNODE_1403_length_2737_cov_3.471290
nneighs_17	Ssample_2CNODE_83_length_45707_cov_101.773110
nneighs_17	Ssample_2CNODE_996_length_5045_cov_4.154910
nneighs_17	Ssample_8CNODE_49_length_64715_cov_18.315651
nneighs_17	Ssample_2CNODE_437_length_12365_cov_4.471974
nneighs_17	Ssample_3CNODE_369_length_5937_cov_21.065794
nneighs_17	Ssample_7CNODE_80_length_40474_cov_17.019248
nneighs_17	Ssample_3CNODE_1716_length_2430_cov_3.120000
nneighs_17	Ssample_6CNODE_950_length_3812_cov_9.991216
nneighs_17	Ssample_1CNODE_262_length_17804_cov_20.989013
nneighs_17	Ssample_3CNODE_552_length_4617_cov_3.373520
nneighs_17	Ssample_6CNODE_989_length_3591_cov_4.425622
nneighs_17	Ssample_8CNODE_1840_length_3171_cov_5.373556
nneighs_17	Ssample_2CNODE_695_length_7802_cov_4.516329
nneighs_17	Ssample_3CNODE_527_length_4761_cov_3.714407
nneighs_17	Ssample_6CNODE_67_length_74616_cov_10.395341
nneighs_17	Ssample_1CNODE_311_length_16143_cov_21.290403
nneighs_17	Ssample_7CNODE_817_length_3892_cov_8.663279
nneighs_17	Ssample_8CNODE_2406_length_2485_cov_5.887654
nneighs_17	Ssample_7CNODE_954_length_3153_cov_8.914138
nneighs_17	Ssample_7CNODE_326_length_12473_cov_17.828636
nneighs_17	Ssample_2CNODE_379_length_13912_cov_11.436819
nneighs_17	Ssample_0CNODE_481_length_20040_cov_8.163973
nneighs_17	Ssample_8CNODE_2771_length_2182_cov_3.837330
nneighs_17	Ssample_1CNODE_2301_length_2356_cov_12.099957
nneighs_17	Ssample_3CNODE_547_length_4648_cov_4.343566
nneighs_17	Ssample_7CNODE_109_length_32618_cov_17.627737
nneighs_17	Ssample_0CNODE_315_length_33986_cov_7.351891
nneighs_17	Ssample_1CNODE_46_length_57380_cov_20.926751
nneighs_17	Ssample_7CNODE_268_length_14650_cov_17.592943
nneighs_17	Ssample_8CNODE_633_length_9020_cov_5.641383
nneighs_17	Ssample_8CNODE_62_length_56933_cov_18.827613
nneighs_17	Ssample_1CNODE_1644_length_3228_cov_13.231957
nneighs_17	Ssample_2CNODE_12_length_121959_cov_11.557168
nneighs_17	Ssample_8CNODE_25_length_90806_cov_18.366123
nneighs_17	Ssample_2CNODE_872_length_5953_cov_9.506782
nneighs_17	Ssample_6CNODE_483_length_9261_cov_10.714968
nneighs_17	Ssample_6CNODE_250_length_20977_cov_9.970366
nneighs_17	Ssample_6CNODE_378_length_13003_cov_10.048965
nneighs_17	Ssample_5CNODE_1699_length_7168_cov_10.569239
nneighs_17	Ssample_3CNODE_512_length_4862_cov_3.833992
nneighs_17	Ssample_5CNODE_4568_length_3165_cov_1.818650
nneighs_17	Ssample_2CNODE_426_length_12709_cov_162.996839
nneighs_17	Ssample_1CNODE_2353_length_2300_cov_20.496214
nneighs_17	Ssample_2CNODE_1987_length_2783_cov_5.024560
nneighs_17	Ssample_0CNODE_4762_length_2566_cov_6.510155
nneighs_17	Ssample_0CNODE_5075_length_2419_cov_8.183164
nneighs_17	Ssample_3CNODE_236_length_7866_cov_3.891947
nneighs_17	Ssample_2CNODE_413_length_12996_cov_4.601499
nneighs_17	Ssample_8CNODE_1510_length_3803_cov_4.307631
nneighs_17	Ssample_3CNODE_276_length_6928_cov_3.530918
nneighs_17	Ssample_6CNODE_338_length_14588_cov_10.619074
nneighs_17	Ssample_2CNODE_687_length_7909_cov_13.046473
nneighs_17	Ssample_1CNODE_816_length_6887_cov_23.447892
nneighs_17	Ssample_6CNODE_231_length_22840_cov_10.391091
nneighs_17	Ssample_1CNODE_449_length_12392_cov_18.714355
nneighs_17	Ssample_2CNODE_1346_length_3753_cov_4.975663
nneighs_17	Ssample_3CNODE_8_length_135239_cov_21.466031
nneighs_17	Ssample_0CNODE_1413_length_7137_cov_8.378001
nneighs_17	Ssample_5CNODE_995_length_11373_cov_10.903075
nneighs_17	Ssample_6CNODE_649_length_6162_cov_10.593909
nneighs_17	Ssample_2CNODE_215_length_21467_cov_12.180786
nneighs_17	Ssample_2CNODE_157_length_28036_cov_100.933026
nneighs_17	Ssample_5CNODE_419_length_23769_cov_11.282871
nneighs_17	Ssample_2CNODE_654_length_8235_cov_4.762103
nneighs_17	Ssample_5CNODE_1565_length_7667_cov_3.242906
nneighs_17	Ssample_5CNODE_110_length_75399_cov_10.938562
nneighs_17	Ssample_3CNODE_1685_length_2459_cov_3.279950
nneighs_17	Ssample_1CNODE_36_length_67619_cov_20.687097
nneighs_17	Ssample_6CNODE_965_length_3722_cov_6.227707
nneighs_17	Ssample_5CNODE_6843_length_2249_cov_2.376937
nneighs_17	Ssample_7CNODE_1301_length_2228_cov_17.292223
nneighs_17	Ssample_8CNODE_425_length_13731_cov_4.857414
nneighs_17	Ssample_8CNODE_950_length_5928_cov_105.645667
nneighs_17	Ssample_5CNODE_2020_length_6132_cov_10.193846
nneighs_17	Ssample_3CNODE_1296_length_2863_cov_2.926994
nneighs_17	Ssample_1CNODE_79_length_39714_cov_20.486976
nneighs_17	Ssample_8CNODE_1975_length_2965_cov_4.859107
nneighs_17	Ssample_0CNODE_2002_length_5305_cov_5.074286
nneighs_17	Ssample_8CNODE_1169_length_4821_cov_5.242971
nneighs_17	Ssample_2CNODE_2812_length_2181_cov_4.048448
nneighs_17	Ssample_7CNODE_110_length_32462_cov_17.699016
nneighs_17	Ssample_6CNODE_522_length_8472_cov_10.595818
nneighs_17	Ssample_0CNODE_236_length_47265_cov_7.371023
nneighs_17	Ssample_1CNODE_225_length_20530_cov_21.162393
nneighs_17	Ssample_1CNODE_407_length_13532_cov_20.578022
nneighs_17	Ssample_8CNODE_561_length_10266_cov_4.852512
nneighs_17	Ssample_8CNODE_1949_length_2998_cov_5.058444
nneighs_17	Ssample_5CNODE_6624_length_2316_cov_2.212738
nneighs_17	Ssample_7CNODE_283_length_14102_cov_17.652808
nneighs_17	Ssample_3CNODE_348_length_6082_cov_3.373154
nneighs_17	Ssample_8CNODE_247_length_22190_cov_5.527265
nneighs_17	Ssample_7CNODE_257_length_15027_cov_17.704448
nneighs_17	Ssample_7CNODE_480_length_7868_cov_16.512351
nneighs_17	Ssample_8CNODE_763_length_7562_cov_4.670308
nneighs_17	Ssample_7CNODE_489_length_7767_cov_16.284881
nneighs_17	Ssample_8CNODE_793_length_7210_cov_5.015653
nneighs_17	Ssample_2CNODE_1024_length_4903_cov_4086.608705
nneighs_17	Ssample_2CNODE_309_length_16233_cov_4.360366
nneighs_17	Ssample_8CNODE_421_length_13779_cov_5.203294
nneighs_17	Ssample_6CNODE_242_length_21727_cov_6.009874
nneighs_17	Ssample_5CNODE_1150_length_9976_cov_10.708296
nneighs_17	Ssample_2CNODE_354_length_14647_cov_11.058731
nneighs_17	Ssample_1CNODE_364_length_14588_cov_21.388082
nneighs_17	Ssample_0CNODE_789_length_12037_cov_6.793774
nneighs_17	Ssample_5CNODE_7093_length_2182_cov_1.875411
nneighs_17	Ssample_8CNODE_684_length_8386_cov_4.760893
nneighs_17	Ssample_8CNODE_1171_length_4816_cov_3.680319
nneighs_17	Ssample_5CNODE_6387_length_2387_cov_2.973842
nneighs_17	Ssample_2CNODE_1701_length_3153_cov_12.368948
nneighs_17	Ssample_2CNODE_1511_length_3444_cov_14.279729
nneighs_17	Ssample_5CNODE_3466_length_3916_cov_3.817405
nneighs_17	Ssample_6CNODE_1257_length_2736_cov_4.458784
nneighs_17	Ssample_8CNODE_321_length_18205_cov_4.765289
nneighs_17	Ssample_2CNODE_998_length_5039_cov_11.954856
nneighs_17	Ssample_6CNODE_680_length_5879_cov_4.334478
nneighs_17	Ssample_7CNODE_572_length_6428_cov_18.281186
